participant,group,experiment,x,y,lastDimension,click,listed,label,time,elapsedTime,observedRadialAngle,observedRadialQuadrant,expectedRadialAngle,expectedRadialQuadrant,radialDistance,expectedDimensionX,expectedDimensionY,vectorDistance,observedVectorQuadrant,expectedVectorQuadrant,numOnline,_id,datetime,abstime
094O8,Class 2,BJVwwrM5X,0,1,Y,other,TRUE,Intéressé,2019-11-16T19:30:41Z,52407,90,1,NA,NA,NA,NA,NA,NA,NA,NA,1,540,2019-11-16T19:30:41Z,2019-11-16
094O8,Class 2,BJVwwrM5X,90,55,X,button,TRUE,Concentré,2019-11-17T14:34:30Z,13386,58.57043439,1,81,1,22,NA,NA,NA,NA,NA,1,541,2019-11-17T14:34:30Z,2019-11-17
4DN3C,Class 2,BJVwwrM5X,-44,40,X,other,FALSE,Déprimé,2019-11-17T20:07:05Z,1392048,312.273689,4,NA,NA,NA,NA,NA,NA,NA,NA,1,542,2019-11-17T20:07:05Z,2019-11-17
4DN3C,Class 2,BJVwwrM5X,-65,-48,Y,button,TRUE,Anxieux,2019-11-17T21:16:17Z,5543888,233.5555582,3,207,3,27,NA,NA,NA,NA,NA,1,543,2019-11-17T21:16:17Z,2019-11-17
4DN3C,Class 2,BJVwwrM5X,-74,-58,Y,other,FALSE,Fatigué,2019-11-17T21:52:30Z,7716971,231.9112271,3,NA,NA,NA,NA,NA,NA,NA,NA,1,544,2019-11-17T21:52:30Z,2019-11-17
BV58S,Class 2,BJVwwrM5X,-31,-18,Y,button,TRUE,Stressé,2019-11-18T18:05:01Z,17309,239.8586144,3,243,3,3,NA,NA,NA,NA,NA,1,545,2019-11-18T18:05:01Z,2019-11-18
BV58S,Class 2,BJVwwrM5X,25,5,Y,button,TRUE,Satisfait,2019-11-18T18:05:31Z,46944,78.69006753,1,99,2,20,NA,NA,NA,NA,NA,1,546,2019-11-18T18:05:31Z,2019-11-18
4DN3C,Class 2,BJVwwrM5X,-78,-80,Y,button,TRUE,Stressé,2019-11-18T21:44:23Z,8899878,224.2747757,3,243,3,19,NA,NA,NA,NA,NA,1,547,2019-11-18T21:44:23Z,2019-11-18
4DN3C,Class 2,BJVwwrM5X,-16,-14,Y,button,TRUE,Lassé,2019-11-20T07:58:44Z,88834,228.8140748,3,225,3,4,NA,NA,NA,NA,NA,1,548,2019-11-20T07:58:44Z,2019-11-20
4873I,Class 2,BJVwwrM5X,-100,0,X,other,TRUE,Stressé,2019-11-20T10:43:29Z,22946,180,2,243,3,63,NA,NA,NA,NA,NA,2,549,2019-11-20T10:43:29Z,2019-11-20
4873I,Class 2,BJVwwrM5X,2,94,Y,button,TRUE,Intéressé,2019-11-20T10:44:02Z,55917,1.218875235,1,27,1,26,NA,NA,NA,NA,NA,2,550,2019-11-20T10:44:02Z,2019-11-20
4873I,Class 2,BJVwwrM5X,-100,-6,Y,other,FALSE,Motivé,2019-11-20T10:45:10Z,123681,266.5663696,3,NA,NA,NA,NA,NA,NA,NA,NA,2,551,2019-11-20T10:45:10Z,2019-11-20
4873I,Class 2,BJVwwrM5X,-100,0,Y,other,FALSE,Insécurisé,2019-11-20T10:45:42Z,155737,180,2,NA,NA,NA,NA,NA,NA,NA,NA,2,552,2019-11-20T10:45:42Z,2019-11-20
GA42L,Class 2,BJVwwrM5X,18,32,Y,other,TRUE,Concentré,2019-11-20T10:51:29Z,47293,29.35775354,1,81,1,52,NA,NA,NA,NA,NA,3,553,2019-11-20T10:51:29Z,2019-11-20
GA42L,Class 2,BJVwwrM5X,73,75,Y,other,TRUE,Satisfait,2019-11-20T10:52:10Z,88971,44.22577984,1,99,2,55,NA,NA,NA,NA,NA,3,554,2019-11-20T10:52:10Z,2019-11-20
GA42L,Class 2,BJVwwrM5X,73,71,Y,other,TRUE,Soulagé,2019-11-20T10:52:25Z,104067,45.79572355,1,153,2,107,NA,NA,NA,NA,NA,3,555,2019-11-20T10:52:25Z,2019-11-20
GA42L,Class 2,BJVwwrM5X,-30,13,X,button,TRUE,Frustré,2019-11-20T11:36:42Z,2760278,293.4286928,4,279,4,14,NA,NA,NA,NA,NA,3,556,2019-11-20T11:36:42Z,2019-11-20
4DN3C,Class 2,BJVwwrM5X,-100,-93,X,other,TRUE,Enervé,2019-11-20T11:41:22Z,13446669,227.0771748,3,333,4,106,NA,NA,NA,NA,NA,2,557,2019-11-20T11:41:22Z,2019-11-20
GA42L,Class 2,BJVwwrM5X,-64,13,X,button,TRUE,Frustré,2019-11-20T12:36:27Z,6346055,281.4819914,4,279,4,2,NA,NA,NA,NA,NA,3,558,2019-11-20T12:36:27Z,2019-11-20
4DN3C,Class 2,BJVwwrM5X,-84,-49,Y,button,TRUE,Insatisfait,2019-11-20T15:09:08Z,9565,239.7435628,3,261,3,21,NA,NA,NA,NA,NA,1,559,2019-11-20T15:09:08Z,2019-11-20
4DN3C,Class 2,BJVwwrM5X,3,-5,X,button,TRUE,Soulagé,2019-11-20T17:36:18Z,8839272,149.0362435,2,153,2,4,NA,NA,NA,NA,NA,1,560,2019-11-20T17:36:18Z,2019-11-20
Z68B8,Class 2,BJVwwrM5X,-52,-16,Y,button,TRUE,Frustré,2019-11-21T09:57:17Z,1284182,252.897271,3,279,4,26,NA,NA,NA,NA,NA,1,561,2019-11-21T09:57:17Z,2019-11-21
Z68B8,Class 2,BJVwwrM5X,-46,-16,X,button,TRUE,Lassé,2019-11-21T10:11:55Z,2162516,250.820992,3,225,3,26,NA,NA,NA,NA,NA,1,562,2019-11-21T10:11:55Z,2019-11-21
4873I,Class 2,BJVwwrM5X,-44,0,X,button,TRUE,Confus,2019-11-21T10:23:59Z,12231,180,2,189,3,9,NA,NA,NA,NA,NA,2,563,2019-11-21T10:23:59Z,2019-11-21
Z68B8,Class 2,BJVwwrM5X,-3,-6,X,button,TRUE,Confus,2019-11-21T10:33:09Z,3436829,206.5650512,3,189,3,18,NA,NA,NA,NA,NA,2,564,2019-11-21T10:33:09Z,2019-11-21
4873I,Class 2,BJVwwrM5X,-26,7,Y,button,TRUE,Frustré,2019-11-21T10:43:47Z,1200454,285.0684882,4,279,4,6,NA,NA,NA,NA,NA,2,565,2019-11-21T10:43:47Z,2019-11-21
Z68B8,Class 2,BJVwwrM5X,2,-6,X,button,TRUE,Soulagé,2019-11-21T10:49:09Z,4396613,161.5650512,2,153,2,9,NA,NA,NA,NA,NA,2,566,2019-11-21T10:49:09Z,2019-11-21
4873I,Class 2,BJVwwrM5X,30,20,Y,button,TRUE,Concentré,2019-11-21T13:08:28Z,95121722,56.30993247,1,81,1,25,NA,NA,NA,NA,NA,2,567,2019-11-21T13:08:28Z,2019-11-21
4873I,Class 2,BJVwwrM5X,30,18,Y,other,TRUE,Intéressé,2019-11-21T13:08:45Z,95138558,59.03624347,1,27,1,32,NA,NA,NA,NA,NA,2,568,2019-11-21T13:08:45Z,2019-11-21
4873I,Class 2,BJVwwrM5X,30,19,Y,other,FALSE,Fatigué,2019-11-21T13:09:13Z,95167169,57.6525565,1,NA,NA,NA,NA,NA,NA,NA,NA,2,569,2019-11-21T13:09:13Z,2019-11-21
Z68B8,Class 2,BJVwwrM5X,27,12,Y,button,TRUE,Ravi,2019-11-21T13:14:32Z,1683898,66.03751103,1,63,1,3,NA,NA,NA,NA,NA,1,570,2019-11-21T13:14:32Z,2019-11-21
4873I,Class 2,BJVwwrM5X,-48,31,Y,other,FALSE,Fatigué,2019-11-21T13:26:15Z,10947956,302.855722,4,NA,NA,NA,NA,NA,NA,NA,NA,1,571,2019-11-21T13:26:15Z,2019-11-21
Z68B8,Class 2,BJVwwrM5X,27,-4,Y,button,TRUE,Concentré,2019-11-21T13:43:31Z,3422235,98.42696902,2,81,1,17,NA,NA,NA,NA,NA,1,572,2019-11-21T13:43:31Z,2019-11-21
4873I,Class 2,BJVwwrM5X,-82,33,Y,other,FALSE,Bloqué,2019-11-21T14:12:05Z,13698010,291.9217786,4,NA,NA,NA,NA,NA,NA,NA,NA,1,573,2019-11-21T14:12:05Z,2019-11-21
Z68B8,Class 2,BJVwwrM5X,-69,10,Y,button,TRUE,Frustré,2019-11-21T14:49:08Z,7359717,278.2463208,4,279,4,1,NA,NA,NA,NA,NA,1,574,2019-11-21T14:49:08Z,2019-11-21
GA42L,Class 2,BJVwwrM5X,-45,-31,X,other,TRUE,Lassé,2019-11-21T16:18:51Z,99704663,235.4374754,3,225,3,10,NA,NA,NA,NA,NA,1,575,2019-11-21T16:18:51Z,2019-11-21
GA42L,Class 2,BJVwwrM5X,-45,-31,X,button,TRUE,Lassé,2019-11-21T16:18:59Z,99712905,235.4374754,3,225,3,10,NA,NA,NA,NA,NA,1,576,2019-11-21T16:18:59Z,2019-11-21
Z68B8,Class 2,BJVwwrM5X,-20,-2,Y,button,TRUE,Insatisfait,2019-11-21T17:44:40Z,17891126,264.2894069,3,261,3,3,NA,NA,NA,NA,NA,1,577,2019-11-21T17:44:40Z,2019-11-21
Z68B8,Class 2,BJVwwrM5X,0,-2,Y,other,FALSE,Fatigué,2019-11-21T17:59:46Z,886322,270,3,NA,NA,NA,NA,NA,NA,NA,NA,1,578,2019-11-21T17:59:46Z,2019-11-21
094O8,Class 2,BJVwwrM5X,68,62,X,button,TRUE,Intéressé,2019-11-21T18:44:43Z,13188,47.64254529,1,27,1,21,NA,NA,NA,NA,NA,1,579,2019-11-21T18:44:43Z,2019-11-21
4873I,Class 2,BJVwwrM5X,-100,19,X,button,TRUE,Insatisfait,2019-11-21T22:09:54Z,127607803,280.7579671,4,261,3,20,NA,NA,NA,NA,NA,2,580,2019-11-21T22:09:54Z,2019-11-21
4873I,Class 2,BJVwwrM5X,-100,-1,Y,other,FALSE,Saturé,2019-11-21T22:10:07Z,127620591,269.4270613,3,NA,NA,NA,NA,NA,NA,NA,NA,2,581,2019-11-21T22:10:07Z,2019-11-21
4873I,Class 2,BJVwwrM5X,-100,-5,Y,other,FALSE,Déprimé,2019-11-21T22:10:27Z,127640383,267.1375948,3,NA,NA,NA,NA,NA,NA,NA,NA,2,582,2019-11-21T22:10:27Z,2019-11-21
4DN3C,Class 2,BJVwwrM5X,-73,-64,X,button,TRUE,Anxieux,2019-11-22T13:57:21Z,11576,228.7585557,3,207,3,22,NA,NA,NA,NA,NA,1,583,2019-11-22T13:57:21Z,2019-11-22
4873I,Class 2,BJVwwrM5X,-100,6,X,button,TRUE,Insatisfait,2019-11-22T14:22:26Z,12321,273.4336304,4,261,3,12,NA,NA,NA,NA,NA,1,584,2019-11-22T14:22:26Z,2019-11-22
4873I,Class 2,BJVwwrM5X,-100,5,Y,other,FALSE,Fatigué,2019-11-22T14:22:33Z,19702,272.8624052,4,NA,NA,NA,NA,NA,NA,NA,NA,1,585,2019-11-22T14:22:33Z,2019-11-22
4873I,Class 2,BJVwwrM5X,-100,16,Y,other,FALSE,Impatient,2019-11-22T14:22:50Z,36363,279.0902769,4,NA,NA,NA,NA,NA,NA,NA,NA,1,586,2019-11-22T14:22:50Z,2019-11-22
4873I,Class 2,BJVwwrM5X,6,-35,Y,button,TRUE,Soulagé,2019-11-22T16:21:47Z,10914,170.2724214,2,153,2,17,NA,NA,NA,NA,NA,1,587,2019-11-22T16:21:47Z,2019-11-22
GA42L,Class 2,BJVwwrM5X,0,-77,Y,button,TRUE,Frustré,2019-11-22T18:18:28Z,16583,270,3,279,4,9,NA,NA,NA,NA,NA,1,588,2019-11-22T18:18:28Z,2019-11-22
GA42L,Class 2,BJVwwrM5X,-92,-77,X,button,TRUE,Lassé,2019-11-22T18:18:35Z,23664,230.0721329,3,225,3,5,NA,NA,NA,NA,NA,1,589,2019-11-22T18:18:35Z,2019-11-22
GA42L,Class 2,BJVwwrM5X,-77,-77,X,button,TRUE,Anxieux,2019-11-22T18:18:40Z,28011,225,3,207,3,18,NA,NA,NA,NA,NA,1,590,2019-11-22T18:18:40Z,2019-11-22
GA42L,Class 2,BJVwwrM5X,-56,-77,X,button,TRUE,Stressé,2019-11-22T18:18:44Z,32148,216.0273734,3,243,3,27,NA,NA,NA,NA,NA,1,591,2019-11-22T18:18:44Z,2019-11-22
GA42L,Class 2,BJVwwrM5X,-56,-95,Y,button,TRUE,Confus,2019-11-22T18:18:58Z,45924,210.5182307,3,189,3,22,NA,NA,NA,NA,NA,1,592,2019-11-22T18:18:58Z,2019-11-22
GA42L,Class 2,BJVwwrM5X,-56,-87,Y,other,FALSE,Fatigué,2019-11-22T18:19:32Z,80380,212.7684991,3,NA,NA,NA,NA,NA,NA,NA,NA,1,593,2019-11-22T18:19:32Z,2019-11-22
4DN3C,Class 2,BJVwwrM5X,72,0,Y,button,TRUE,Soulagé,2019-11-22T22:34:58Z,20310,180,2,153,2,27,NA,NA,NA,NA,NA,1,594,2019-11-22T22:34:58Z,2019-11-22
094O8,Class 2,BJVwwrM5X,62,69,Y,button,TRUE,Intéressé,2019-11-23T10:36:53Z,24908,41.94130243,1,27,1,15,NA,NA,NA,NA,NA,1,595,2019-11-23T10:36:53Z,2019-11-23
GA42L,Class 2,BJVwwrM5X,0,41,Y,button,TRUE,Satisfait,2019-11-23T16:59:48Z,49565,90,1,99,2,9,NA,NA,NA,NA,NA,1,596,2019-11-23T16:59:48Z,2019-11-23
GA42L,Class 2,BJVwwrM5X,40,41,X,button,TRUE,Intéressé,2019-11-23T16:59:56Z,57786,44.29268063,1,27,1,17,NA,NA,NA,NA,NA,1,597,2019-11-23T16:59:56Z,2019-11-23
GA42L,Class 2,BJVwwrM5X,72,71,Y,other,TRUE,Soulagé,2019-11-23T17:45:21Z,2782327,45.40066326,1,153,2,108,NA,NA,NA,NA,NA,1,598,2019-11-23T17:45:21Z,2019-11-23
DT6KT,Class 2,BJVwwrM5X,32,77,X,button,TRUE,Intéressé,2019-11-23T22:21:37Z,22510,22.56700908,1,27,1,4,NA,NA,NA,NA,NA,0,599,2019-11-23T22:21:37Z,2019-11-23
DT6KT,Class 2,BJVwwrM5X,50,81,X,button,TRUE,Confiant,2019-11-24T00:15:24Z,15473,31.68636769,1,9,1,23,NA,NA,NA,NA,NA,1,600,2019-11-24T00:15:24Z,2019-11-24
DT6KT,Class 2,BJVwwrM5X,33,58,X,other,TRUE,Concentré,2019-11-24T00:39:59Z,15544,29.63838369,1,81,1,51,NA,NA,NA,NA,NA,1,601,2019-11-24T00:39:59Z,2019-11-24
DT6KT,Class 2,BJVwwrM5X,33,48,Y,other,TRUE,Soulagé,2019-11-24T00:40:17Z,33623,34.50852299,1,153,2,118,NA,NA,NA,NA,NA,1,602,2019-11-24T00:40:17Z,2019-11-24
DT6KT,Class 2,BJVwwrM5X,-19,38,Y,other,TRUE,Insatisfait,2019-11-24T02:16:30Z,5806361,333.4349488,4,261,3,72,NA,NA,NA,NA,NA,1,603,2019-11-24T02:16:30Z,2019-11-24
DT6KT,Class 2,BJVwwrM5X,12,100,Y,other,FALSE,Ambitieux,2019-11-24T10:46:27Z,68099,6.842773413,1,NA,NA,NA,NA,NA,NA,NA,NA,1,604,2019-11-24T10:46:27Z,2019-11-24
4DN3C,Class 2,BJVwwrM5X,22,21,Y,button,TRUE,Intéressé,2019-12-03T21:17:55Z,15595,46.33221985,1,27,1,19,NA,NA,NA,NA,NA,1,605,2019-12-03T21:17:55Z,2019-12-03
4DN3C,Class 2,BJVwwrM5X,-15,-27,X,other,TRUE,Lassé,2019-12-03T23:00:55Z,6195353,209.0546041,3,225,3,16,NA,NA,NA,NA,NA,1,606,2019-12-03T23:00:55Z,2019-12-03
4DN3C,Class 2,BJVwwrM5X,5,41,X,button,TRUE,Intéressé,2019-12-04T08:28:40Z,37712,6.952957468,1,27,1,20,NA,NA,NA,NA,NA,1,607,2019-12-04T08:28:40Z,2019-12-04
4DN3C,Class 2,BJVwwrM5X,31,30,Y,button,TRUE,Intéressé,2019-12-04T11:54:43Z,12400348,45.93919095,1,27,1,19,NA,NA,NA,NA,NA,1,608,2019-12-04T11:54:43Z,2019-12-04
4DN3C,Class 2,BJVwwrM5X,0,1,X,button,TRUE,Concentré,2019-12-04T13:29:00Z,13468,90,1,81,1,9,NA,NA,NA,NA,NA,1,609,2019-12-04T13:29:00Z,2019-12-04
4DN3C,Class 2,BJVwwrM5X,-49,-41,Y,button,TRUE,Stressé,2019-12-04T15:21:00Z,6734046,230.0796079,3,243,3,13,NA,NA,NA,NA,NA,1,610,2019-12-04T15:21:00Z,2019-12-04
094O8,Class 2,BJVwwrM5X,-75,-57,Y,button,TRUE,Lassé,2019-12-04T20:03:27Z,9573,232.765166,3,225,3,8,NA,NA,NA,NA,NA,2,611,2019-12-04T20:03:27Z,2019-12-04
QXZIZ,Class 2,BJVwwrM5X,0,21,Y,button,TRUE,Concentré,2019-12-04T20:03:52Z,50049,90,1,81,1,9,NA,NA,NA,NA,NA,2,612,2019-12-04T20:03:52Z,2019-12-04
BV58S,Class 2,BJVwwrM5X,21,0,X,button,TRUE,Soulagé,2019-12-04T20:06:22Z,6128,180,2,153,2,27,NA,NA,NA,NA,NA,2,613,2019-12-04T20:06:22Z,2019-12-04
BV58S,Class 2,BJVwwrM5X,21,-11,Y,button,TRUE,Détendu,2019-12-04T20:06:27Z,11373,117.6459754,2,117,2,1,NA,NA,NA,NA,NA,2,614,2019-12-04T20:06:27Z,2019-12-04
BV58S,Class 2,BJVwwrM5X,21,-11,Y,other,TRUE,Satisfait,2019-12-04T20:06:45Z,29390,117.6459754,2,99,2,19,NA,NA,NA,NA,NA,2,615,2019-12-04T20:06:45Z,2019-12-04
4DN3C,Class 2,BJVwwrM5X,-48,-41,X,other,FALSE,Fatigué,2019-12-04T20:21:29Z,24763121,229.4971516,3,NA,NA,NA,NA,NA,NA,NA,NA,1,616,2019-12-04T20:21:29Z,2019-12-04
QXZIZ,Class 2,BJVwwrM5X,0,-11,Y,button,TRUE,Frustré,2019-12-04T20:39:33Z,2191873,270,3,279,4,9,NA,NA,NA,NA,NA,1,617,2019-12-04T20:39:33Z,2019-12-04
QXZIZ,Class 2,BJVwwrM5X,-8,-11,X,button,TRUE,Stressé,2019-12-04T20:39:36Z,2194838,216.0273734,3,243,3,27,NA,NA,NA,NA,NA,1,618,2019-12-04T20:39:36Z,2019-12-04
094O8,Class 2,BJVwwrM5X,-37,-34,Y,button,TRUE,Stressé,2019-12-04T20:53:03Z,13621,227.4195092,3,243,3,16,NA,NA,NA,NA,NA,1,619,2019-12-04T20:53:03Z,2019-12-04
QXZIZ,Class 2,BJVwwrM5X,-100,-100,X,other,FALSE,Découragé,2019-12-04T21:08:08Z,3905986,225,3,NA,NA,NA,NA,NA,NA,NA,NA,1,620,2019-12-04T21:08:08Z,2019-12-04
QXZIZ,Class 2,BJVwwrM5X,-100,-100,X,other,TRUE,Frustré,2019-12-04T21:08:23Z,3921041,225,3,279,4,54,NA,NA,NA,NA,NA,1,621,2019-12-04T21:08:23Z,2019-12-04
094O8,Class 2,BJVwwrM5X,0,-2,Y,other,TRUE,Lassé,2019-12-04T21:28:13Z,34410,270,3,225,3,45,NA,NA,NA,NA,NA,2,622,2019-12-04T21:28:13Z,2019-12-04
QXZIZ,Class 2,BJVwwrM5X,0,-100,Y,button,TRUE,Insatisfait,2019-12-04T21:46:40Z,2284305,270,3,261,3,9,NA,NA,NA,NA,NA,1,623,2019-12-04T21:46:40Z,2019-12-04
Z68B8,Class 2,BJVwwrM5X,65,62,Y,button,TRUE,Amusé,2019-12-04T22:01:48Z,14883,46.35319195,1,45,1,1,NA,NA,NA,NA,NA,2,624,2019-12-04T22:01:48Z,2019-12-04
Z68B8,Class 2,BJVwwrM5X,1,1,X,other,FALSE,Fatigué,2019-12-04T22:23:36Z,1322542,45,1,NA,NA,NA,NA,NA,NA,NA,NA,2,625,2019-12-04T22:23:36Z,2019-12-04
QXZIZ,Class 2,BJVwwrM5X,-100,-100,X,other,FALSE,Fatigué,2019-12-04T23:03:57Z,6921107,225,3,NA,NA,NA,NA,NA,NA,NA,NA,1,626,2019-12-04T23:03:57Z,2019-12-04
QXZIZ,Class 2,BJVwwrM5X,-100,-100,X,other,TRUE,Frustré,2019-12-04T23:04:06Z,6930123,225,3,279,4,54,NA,NA,NA,NA,NA,1,627,2019-12-04T23:04:06Z,2019-12-04
QXZIZ,Class 2,BJVwwrM5X,-100,-100,X,other,FALSE,Impatient,2019-12-04T23:04:13Z,6937373,225,3,NA,NA,NA,NA,NA,NA,NA,NA,1,628,2019-12-04T23:04:13Z,2019-12-04
QXZIZ,Class 2,BJVwwrM5X,-100,-100,X,other,TRUE,Insatisfait,2019-12-04T23:04:21Z,6945032,225,3,261,3,36,NA,NA,NA,NA,NA,1,629,2019-12-04T23:04:21Z,2019-12-04
Z68B8,Class 2,BJVwwrM5X,-18,0,X,button,TRUE,Confus,2019-12-05T10:22:09Z,9635,180,2,189,3,9,NA,NA,NA,NA,NA,1,630,2019-12-05T10:22:09Z,2019-12-05
Z68B8,Class 2,BJVwwrM5X,23,10,Y,button,TRUE,Ravi,2019-12-05T10:39:50Z,1070820,66.50143432,1,63,1,4,NA,NA,NA,NA,NA,1,631,2019-12-05T10:39:50Z,2019-12-05
QXZIZ,Class 2,BJVwwrM5X,100,100,Y,other,TRUE,Soulagé,2019-12-05T12:23:36Z,10954,45,1,153,2,108,NA,NA,NA,NA,NA,2,632,2019-12-05T12:23:36Z,2019-12-05
QXZIZ,Class 2,BJVwwrM5X,100,100,Y,other,FALSE,Festif,2019-12-05T12:23:43Z,17670,45,1,NA,NA,NA,NA,NA,NA,NA,NA,2,633,2019-12-05T12:23:43Z,2019-12-05
41DRO,Class 2,BJVwwrM5X,-83,15,X,button,TRUE,Insatisfait,2019-12-05T16:25:10Z,10376,280.2440874,4,261,3,19,NA,NA,NA,NA,NA,1,634,2019-12-05T16:25:10Z,2019-12-05
41DRO,Class 2,BJVwwrM5X,-83,0,Y,other,TRUE,Stressé,2019-12-05T16:25:35Z,35504,180,2,243,3,63,NA,NA,NA,NA,NA,1,635,2019-12-05T16:25:35Z,2019-12-05
41DRO,Class 2,BJVwwrM5X,-62,100,X,button,TRUE,Irrité,2019-12-05T16:28:09Z,189305,328.2010872,4,351,4,23,NA,NA,NA,NA,NA,1,636,2019-12-05T16:28:09Z,2019-12-05
41DRO,Class 2,BJVwwrM5X,-62,100,X,other,FALSE,Découragé,2019-12-05T16:29:01Z,240874,328.2010872,4,NA,NA,NA,NA,NA,NA,NA,NA,1,637,2019-12-05T16:29:01Z,2019-12-05
41DRO,Class 2,BJVwwrM5X,-100,14,Y,button,TRUE,Insatisfait,2019-12-05T16:29:26Z,266312,277.9696104,4,261,3,17,NA,NA,NA,NA,NA,1,638,2019-12-05T16:29:26Z,2019-12-05
41DRO,Class 2,BJVwwrM5X,-100,14,Y,button,TRUE,Insatisfait,2019-12-05T16:41:18Z,978329,277.9696104,4,261,3,17,NA,NA,NA,NA,NA,1,639,2019-12-05T16:41:18Z,2019-12-05
094O8,Class 2,BJVwwrM5X,32,0,X,button,TRUE,Soulagé,2019-12-05T21:02:41Z,6126,180,2,153,2,27,NA,NA,NA,NA,NA,1,640,2019-12-05T21:02:41Z,2019-12-05
41DRO,Class 2,BJVwwrM5X,-100,-100,X,other,TRUE,Enervé,2019-12-05T21:17:39Z,43652,225,3,333,4,108,NA,NA,NA,NA,NA,1,641,2019-12-05T21:17:39Z,2019-12-05
Z68B8,Class 2,BJVwwrM5X,0,12,Y,button,TRUE,Concentré,2019-12-05T22:20:53Z,6047,90,1,81,1,9,NA,NA,NA,NA,NA,1,642,2019-12-05T22:20:53Z,2019-12-05
Z68B8,Class 2,BJVwwrM5X,0,7,X,button,TRUE,Concentré,2019-12-06T09:29:54Z,4764344,90,1,81,1,9,NA,NA,NA,NA,NA,1,643,2019-12-06T09:29:54Z,2019-12-06
Z68B8,Class 2,BJVwwrM5X,-38,7,X,button,TRUE,Frustré,2019-12-06T10:12:11Z,7301363,280.4374754,4,279,4,1,NA,NA,NA,NA,NA,1,644,2019-12-06T10:12:11Z,2019-12-06
094O8,Class 2,BJVwwrM5X,60,48,Y,other,FALSE,Fatigué,2019-12-06T10:52:12Z,18326,51.34019175,1,NA,NA,NA,NA,NA,NA,NA,NA,2,645,2019-12-06T10:52:12Z,2019-12-06
4DN3C,Class 2,BJVwwrM5X,1,14,X,button,TRUE,Intéressé,2019-12-06T12:21:21Z,25581,4.08561678,1,27,1,23,NA,NA,NA,NA,NA,1,646,2019-12-06T12:21:21Z,2019-12-06
4DN3C,Class 2,BJVwwrM5X,-12,10,X,button,TRUE,Enervé,2019-12-06T13:18:25Z,22983,309.8055711,4,333,4,23,NA,NA,NA,NA,NA,1,647,2019-12-06T13:18:25Z,2019-12-06
Z68B8,Class 2,BJVwwrM5X,100,0,Y,button,TRUE,Soulagé,2019-12-06T16:00:16Z,51525,180,2,153,2,27,NA,NA,NA,NA,NA,1,648,2019-12-06T16:00:16Z,2019-12-06
Z68B8,Class 2,BJVwwrM5X,100,7,Y,button,TRUE,Concentré,2019-12-06T16:00:33Z,68644,85.99582706,1,81,1,5,NA,NA,NA,NA,NA,1,649,2019-12-06T16:00:33Z,2019-12-06
Z68B8,Class 2,BJVwwrM5X,90,7,X,button,TRUE,Satisfait,2019-12-06T16:26:57Z,1652957,85.55261515,1,99,2,13,NA,NA,NA,NA,NA,1,650,2019-12-06T16:26:57Z,2019-12-06
Z68B8,Class 2,BJVwwrM5X,2,-17,X,button,TRUE,Confus,2019-12-06T18:23:03Z,8618259,173.2901632,2,189,3,16,NA,NA,NA,NA,NA,1,651,2019-12-06T18:23:03Z,2019-12-06
Z68B8,Class 2,BJVwwrM5X,-54,-36,X,button,TRUE,Lassé,2019-12-06T19:33:11Z,12826337,236.3099325,3,225,3,11,NA,NA,NA,NA,NA,1,652,2019-12-06T19:33:11Z,2019-12-06
Z68B8,Class 2,BJVwwrM5X,-17,-36,X,button,TRUE,Confus,2019-12-06T20:37:26Z,16681713,205.2777222,3,189,3,16,NA,NA,NA,NA,NA,1,653,2019-12-06T20:37:26Z,2019-12-06
Z68B8,Class 2,BJVwwrM5X,1,-6,X,button,TRUE,Soulagé,2019-12-06T21:28:21Z,19736443,170.5376778,2,153,2,18,NA,NA,NA,NA,NA,1,654,2019-12-06T21:28:21Z,2019-12-06
Z68B8,Class 2,BJVwwrM5X,11,4,X,button,TRUE,Ravi,2019-12-06T22:18:31Z,22746222,70.01689348,1,63,1,7,NA,NA,NA,NA,NA,1,655,2019-12-06T22:18:31Z,2019-12-06
094O8,Class 2,BJVwwrM5X,69,0,X,other,FALSE,Fatigué,2019-12-07T15:33:10Z,15927,180,2,NA,NA,NA,NA,NA,NA,NA,NA,1,656,2019-12-07T15:33:10Z,2019-12-07
DT6KT,Class 2,BJVwwrM5X,100,100,Y,button,TRUE,Ravi,2019-12-08T03:01:01Z,11841,45,1,63,1,18,NA,NA,NA,NA,NA,1,657,2019-12-08T03:01:01Z,2019-12-08
DT6KT,Class 2,BJVwwrM5X,100,100,X,other,TRUE,Soulagé,2019-12-08T03:01:22Z,32314,45,1,153,2,108,NA,NA,NA,NA,NA,1,658,2019-12-08T03:01:22Z,2019-12-08
DT6KT,Class 2,BJVwwrM5X,100,100,X,other,FALSE,Fier,2019-12-08T03:01:34Z,45032,45,1,NA,NA,NA,NA,NA,NA,NA,NA,1,659,2019-12-08T03:01:34Z,2019-12-08
DT6KT,Class 2,BJVwwrM5X,100,100,X,other,FALSE,Plénitude,2019-12-08T03:04:02Z,193021,45,1,NA,NA,NA,NA,NA,NA,NA,NA,1,660,2019-12-08T03:04:02Z,2019-12-08
DT6KT,Class 2,BJVwwrM5X,100,100,X,other,FALSE,Grisé,2019-12-08T03:04:14Z,204760,45,1,NA,NA,NA,NA,NA,NA,NA,NA,1,661,2019-12-08T03:04:14Z,2019-12-08
